url,prison,prison_slug,country,intent,page_family,bing_clicks,bing_impressions,bing_avg_position,gsc_clicks,gsc_impressions,ga4_organic_sessions,facility_specific_facts,verified_source,classification,reason
https://prisonsonline.com/prisons/uk/hmp-bullingdon/what-to-expect,HMP Bullingdon,hmp-bullingdon,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-bure/visiting-times,HMP Bure,hmp-bure,uk,visiting-times,prison_visiting_times,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-bure/contact-details,HMP Bure,hmp-bure,uk,contact-details,prison_contact_details,0,0,,0,0,0,yes,no,ENRICH,Valid contact intent with structured facility facts; primary-source verification still required
https://prisonsonline.com/prisons/uk/hmp-bure/booking-a-visit,HMP Bure,hmp-bure,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,1,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-bure/what-to-expect,HMP Bure,hmp-bure,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,1,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-cardiff/visiting-times,HMP Cardiff,hmp-cardiff,uk,visiting-times,prison_visiting_times,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-cardiff/contact-details,HMP Cardiff,hmp-cardiff,uk,contact-details,prison_contact_details,6,190,6.09,0,0,3,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-cardiff/booking-a-visit,HMP Cardiff,hmp-cardiff,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-cardiff/what-to-expect,HMP Cardiff,hmp-cardiff,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-channings-wood/visiting-times,HMP Channings Wood,hmp-channings-wood,uk,visiting-times,prison_visiting_times,0,0,,0,0,1,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-channings-wood/contact-details,HMP Channings Wood,hmp-channings-wood,uk,contact-details,prison_contact_details,4,39,6.36,0,0,3,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-channings-wood/booking-a-visit,HMP Channings Wood,hmp-channings-wood,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-channings-wood/what-to-expect,HMP Channings Wood,hmp-channings-wood,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-coldingley/visiting-times,HMP Coldingley,hmp-coldingley,uk,visiting-times,prison_visiting_times,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-coldingley/contact-details,HMP Coldingley,hmp-coldingley,uk,contact-details,prison_contact_details,3,67,7.64,0,0,2,yes,yes,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-coldingley/booking-a-visit,HMP Coldingley,hmp-coldingley,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-coldingley/what-to-expect,HMP Coldingley,hmp-coldingley,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-dartmoor/visiting-times,HMP Dartmoor,hmp-dartmoor,uk,visiting-times,prison_visiting_times,0,0,,0,0,1,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-dartmoor/contact-details,HMP Dartmoor,hmp-dartmoor,uk,contact-details,prison_contact_details,0,0,,0,0,0,yes,no,ENRICH,Valid contact intent with structured facility facts; primary-source verification still required
https://prisonsonline.com/prisons/uk/hmp-dartmoor/booking-a-visit,HMP Dartmoor,hmp-dartmoor,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,1,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-dartmoor/what-to-expect,HMP Dartmoor,hmp-dartmoor,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-dovegate/visiting-times,HMP Dovegate,hmp-dovegate,uk,visiting-times,prison_visiting_times,0,0,,0,0,2,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-dovegate/contact-details,HMP Dovegate,hmp-dovegate,uk,contact-details,prison_contact_details,1,11,8,0,0,3,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-dovegate/booking-a-visit,HMP Dovegate,hmp-dovegate,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,4,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-dovegate/what-to-expect,HMP Dovegate,hmp-dovegate,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-durham/visiting-times,HMP Durham,hmp-durham,uk,visiting-times,prison_visiting_times,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-durham/contact-details,HMP Durham,hmp-durham,uk,contact-details,prison_contact_details,16,661,5.72,0,0,12,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-durham/booking-a-visit,HMP Durham,hmp-durham,uk,booking-a-visit,prison_booking_a_visit,4,16,5,0,0,3,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-durham/what-to-expect,HMP Durham,hmp-durham,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-elmley/visiting-times,HMP Elmley,hmp-elmley,uk,visiting-times,prison_visiting_times,0,0,,0,0,4,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-elmley/contact-details,HMP Elmley,hmp-elmley,uk,contact-details,prison_contact_details,4,250,7.23,0,0,6,yes,yes,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-elmley/booking-a-visit,HMP Elmley,hmp-elmley,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,1,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-elmley/what-to-expect,HMP Elmley,hmp-elmley,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,1,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-erlestoke/visiting-times,HMP Erlestoke,hmp-erlestoke,uk,visiting-times,prison_visiting_times,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-erlestoke/contact-details,HMP Erlestoke,hmp-erlestoke,uk,contact-details,prison_contact_details,3,26,7,0,0,7,yes,yes,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-erlestoke/booking-a-visit,HMP Erlestoke,hmp-erlestoke,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-erlestoke/what-to-expect,HMP Erlestoke,hmp-erlestoke,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-exeter/visiting-times,HMP Exeter,hmp-exeter,uk,visiting-times,prison_visiting_times,0,0,,0,0,1,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-exeter/contact-details,HMP Exeter,hmp-exeter,uk,contact-details,prison_contact_details,3,82,6,0,0,6,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-exeter/booking-a-visit,HMP Exeter,hmp-exeter,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,2,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-exeter/what-to-expect,HMP Exeter,hmp-exeter,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-featherstone/visiting-times,HMP Featherstone,hmp-featherstone,uk,visiting-times,prison_visiting_times,0,0,,1,0,1,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-featherstone/contact-details,HMP Featherstone,hmp-featherstone,uk,contact-details,prison_contact_details,1,3,7,0,0,1,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-featherstone/booking-a-visit,HMP Featherstone,hmp-featherstone,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,1,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-featherstone/what-to-expect,HMP Featherstone,hmp-featherstone,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-ford/visiting-times,HMP Ford,hmp-ford,uk,visiting-times,prison_visiting_times,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-ford/contact-details,HMP Ford,hmp-ford,uk,contact-details,prison_contact_details,0,0,,0,0,0,yes,no,ENRICH,Valid contact intent with structured facility facts; primary-source verification still required
https://prisonsonline.com/prisons/uk/hmp-ford/booking-a-visit,HMP Ford,hmp-ford,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-ford/what-to-expect,HMP Ford,hmp-ford,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-forest-bank/visiting-times,HMP Forest Bank,hmp-forest-bank,uk,visiting-times,prison_visiting_times,0,0,,0,0,4,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-forest-bank/contact-details,HMP Forest Bank,hmp-forest-bank,uk,contact-details,prison_contact_details,1,108,7.63,0,0,3,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-forest-bank/booking-a-visit,HMP Forest Bank,hmp-forest-bank,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,2,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-forest-bank/what-to-expect,HMP Forest Bank,hmp-forest-bank,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-frankland/visiting-times,HMP Frankland,hmp-frankland,uk,visiting-times,prison_visiting_times,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-frankland/contact-details,HMP Frankland,hmp-frankland,uk,contact-details,prison_contact_details,1,33,6,0,0,1,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-frankland/booking-a-visit,HMP Frankland,hmp-frankland,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-frankland/what-to-expect,HMP Frankland,hmp-frankland,uk,what-to-expect,prison_what_to_expect,0,0,,1,0,3,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-full-sutton/visiting-times,HMP Full Sutton,hmp-full-sutton,uk,visiting-times,prison_visiting_times,0,0,,0,0,2,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-full-sutton/contact-details,HMP Full Sutton,hmp-full-sutton,uk,contact-details,prison_contact_details,5,74,6.41,0,0,3,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-full-sutton/booking-a-visit,HMP Full Sutton,hmp-full-sutton,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,1,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-full-sutton/what-to-expect,HMP Full Sutton,hmp-full-sutton,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-garth/visiting-times,HMP Garth,hmp-garth,uk,visiting-times,prison_visiting_times,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-garth/contact-details,HMP Garth,hmp-garth,uk,contact-details,prison_contact_details,8,252,5.68,0,0,5,yes,yes,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-garth/booking-a-visit,HMP Garth,hmp-garth,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,1,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-garth/what-to-expect,HMP Garth,hmp-garth,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-gartree/visiting-times,HMP Gartree,hmp-gartree,uk,visiting-times,prison_visiting_times,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-gartree/contact-details,HMP Gartree,hmp-gartree,uk,contact-details,prison_contact_details,8,382,5.86,0,0,6,yes,yes,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-gartree/booking-a-visit,HMP Gartree,hmp-gartree,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-gartree/what-to-expect,HMP Gartree,hmp-gartree,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-grendon/visiting-times,HMP Grendon,hmp-grendon,uk,visiting-times,prison_visiting_times,0,0,,0,0,1,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-grendon/contact-details,HMP Grendon,hmp-grendon,uk,contact-details,prison_contact_details,0,0,,0,0,1,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-grendon/booking-a-visit,HMP Grendon,hmp-grendon,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-grendon/what-to-expect,HMP Grendon,hmp-grendon,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,2,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-guys-marsh/visiting-times,HMP Guys Marsh,hmp-guys-marsh,uk,visiting-times,prison_visiting_times,0,0,,0,0,1,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-guys-marsh/contact-details,HMP Guys Marsh,hmp-guys-marsh,uk,contact-details,prison_contact_details,5,483,7.05,0,0,5,yes,yes,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-guys-marsh/booking-a-visit,HMP Guys Marsh,hmp-guys-marsh,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-guys-marsh/what-to-expect,HMP Guys Marsh,hmp-guys-marsh,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-hatfield/visiting-times,HMP Hatfield,hmp-hatfield,uk,visiting-times,prison_visiting_times,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-hatfield/contact-details,HMP Hatfield,hmp-hatfield,uk,contact-details,prison_contact_details,3,77,4.73,0,0,6,yes,no,KEEP,"90-day Bing, GSC or GA4 evidence"
https://prisonsonline.com/prisons/uk/hmp-hatfield/booking-a-visit,HMP Hatfield,hmp-hatfield,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-hatfield/what-to-expect,HMP Hatfield,hmp-hatfield,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-haverigg/visiting-times,HMP Haverigg,hmp-haverigg,uk,visiting-times,prison_visiting_times,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-haverigg/contact-details,HMP Haverigg,hmp-haverigg,uk,contact-details,prison_contact_details,0,0,,0,0,0,yes,no,ENRICH,Valid contact intent with structured facility facts; primary-source verification still required
https://prisonsonline.com/prisons/uk/hmp-haverigg/booking-a-visit,HMP Haverigg,hmp-haverigg,uk,booking-a-visit,prison_booking_a_visit,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-haverigg/what-to-expect,HMP Haverigg,hmp-haverigg,uk,what-to-expect,prison_what_to_expect,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-hewell/visiting-times,HMP Hewell,hmp-hewell,uk,visiting-times,prison_visiting_times,0,0,,0,0,0,yes,no,REVIEW,No measured demand in supplied exports and current content is substantially generic
https://prisonsonline.com/prisons/uk/hmp-hewell/contact-details,HMP Hewell,hmp-hewell,uk,contact-details,prison_contact_details,9,549,7.05,0,0,4,yes,yes,KEEP,"90-day Bing, GSC or GA4 evidence"
